plate,review_reason_code,customer_meaning,reviewer_comments,status
LFKL964,2,AIR COOLED 964 (PORSCHE MODEL),LOOKS LIKE LIFE KILL,Y
MOO BOIS,2,COWBOYS FOOTBALL TEAM,MOVE BOY,Y
NEPENTE,D7,NO SORROW IN GREEK,DRUG,Y
YMYFRXN,,CLOTHING BRAND LABEL NAME YUMMY FRICTION ™,CAN NOT TRANSLATE,N
FWETAY,,,CAN NOT TRANSLATE,N
BATTLAC,2,BATTLE SHIP GREY CADILLAC BATTLE CADILLAC,BATTLE,N
BAWSY,2,"BOSSY BUT SPELLED WITH A W. ORDERING PEOPLE AROUND, AUTHORITATIVE, DOMINEERING",BALLSY,N
BBEFEME,,,BEFEME,N
BLU LYT,2,BLUE LIGHT - A SONG BY PRINCE (1995) AUTISM AWARENESS,BLUE LIGHT,Y
C DRO GO,D7,,DRO  MARIJUANA,N
CLOM650,2,FRIEND MUSIC GROUP FOLLOWED BY AREA CODE,650 AREA CODE,N
COCETTE,1,"IT IS THE PHONETIC SPELLING ""COQUETTE"" OF A SOUTH AMERICAN HUMMINGBIRD.",COCOTTE A FASHIONABLE PROSITITUTE,N
CRM PIE,1,PIES ARE MY FAVORITE THING IN THE WORLD,CREAM PIE,N
DG2THDK,1,,CAN NOT TRANSLATE,N
DOPE FJ,D7,COOL FJ,DOPE,N
DUBS BMW,2,RADIO NAME,DUBS,N
F LIPR,2,NICK NAME,FLIPPER,N
GLF KOOK,2,CRAZY ABOUT GOLF,GOLF COOK CRAZY,N
GLK MYWY,2,"MEANING, IT'S MY GLK MY WAY!",GLOCK MY WAY,N
GOONDDY,2,,GOON DADDY,N
HBLHSTL,2,HUMBLE HUSTLE,HUSTLE,N
HERP,1,AN EPRESSION OF CONFUSION,LOOKS LIKE HERPES,N
HOG4CAP,4,,HOG,N
IRN POSN,2,IRON POISON,IRON POISION,N
I8ABXTR,2,,I ATE A BOXTER,N
JLRGE 1 1,2,NICK NAME AND FAVORITE NUMBER,J LARGE,Y
KL FAN,2,HOLDER'S NAME,KILL,N
KLR WHLE,2,KILLER WHALE,KILLER WHALE,N
K2F1,1,"KEY 2 FITNESS IS THE NAME OF THE COMPANY I OWN. IT'S SHORTHAND, AND 1 OF 2 CARS I OWN",OK TO F ONE,N
LDY FUNK,2,LADY FUNK,LADY FUNK,N
LYSP,2,,LYSP,N
MADCHEN,2,GIRL IN GERMAN,LITTLE GIRL.. BUT ITS GOING ON A MANS CAR,N
MOOL213,2,ACRONYM: MY ONLY OTHER LOVE (IN THE) 213,213 AREA CODE,N
MTL JKT1,2,,METAL JACKET,N
O211CA1,,,NOT SURE IF THIS IS A  LOOK A LIKE,N
O311CA2,,MILITARY MOS,NOT SURE IF THIS IS A LOOK A LIKE,N
QWK BUZZ,d7,QUICK BUZZ REFERRING TO THE CAR IT IS A SCAT PACK CHALLENGER ITS EMBLEM IS A BEE,QUICK BUZZ,N
RCHIGGA,2,MY NAME,LOOKS LIKE RICH NIGGA,N
RID R DI,2,FAST AND FURIOUS MOVIE FAMOUS WORDS JUST SPELLED DIFFERENT DUE TO OTHER WAYS BEING TAKEN ALREADY.,RIDE OR DIE,N
SS TACO,1,MY INITIALS(SS)AND TACO (TOYOTA TACOMA,TACO,N
S24842B,2,NONE,B COULD BE A A SUBSTITUTION LOOKS LIKE A LOOK A LIKE,N
1AMOCAT,1,TACOMA SPELLED BAC,AMMO,N
1KLZR,2,,1 KILLS,N
16 RED,2,MODEL OF THE TRUCK AND YEAR,RED,N
55X16S,6,DATE OF BIRTH,LOOK A LIKE,N
6ET8ENT,2,GETTING BENT OUT SHAPE,GET BENT,N
NCA$NVA,2,"LIVING IN CALIFORNIA, LOVE FOR FAMILY IN VIRGINIA",LOOKS LIKE NICCA LOVES NOVA,N
VRW$RDN,1,MY NAME AND MY PROFESSION,VRW LOVES RIDIN,N
B&X986,2,PORSCHE BOXSTER 986,BOX,N
BUM PSSS,2,,BUM PISS,N
DIESTI,2,COMPANY NAME,DIE STI,N
BILL CLB,2,,BILLY CLUB,N
CADI KAT,1,,CAT,Y
CUBBLUE,2,CHICAGO CUBS COLOR,BLUE,Y
HETZER5,2,MY ONLINE NAME,HETZERS IS A TANK GERMAN ARMY TANK,N
KO 42O,d7,NICKNAME AND ANNIVERSARY,420 MARIJUANA,N
SEDAMMM,3,MY WIFE S NAME,DAMN,N
SNO WIT,d7,DISNEY CHARACTER SNOW WHITE,SNOW WHITE,Y
1RUINDZ,1,RUINED NISSAN 370Z,RUIN DEEZ AS IN DEEZ NUTS,N
GUNS 4 ME,2,PRO GUN,GUNS FOR ME,N
ZS FOOL,2,FIRST EMAIL NAME IN 9TH GRADE,FOOL,N
ZBLUE1,,Z=SEE ; BLUE=BLUE ; 1=RUN SEE BLUE RUN,BLUE,Y
AH SHIET,,,AH SHIT,N
A1O7911,,,LOOK A LIKE,N
BAMA N1,,IM AN ALABAMA GRADUATE AND THEIR FOOTBALL TEAM IS PRETTY GOOD SO ID LIKE TO ADVETTISE THAT.,"BAMA CAN BE A DEROGATORY TERM (DC Slang for sloppy dresser, also used like ""dude.""",Y
BANG8,,MY CAR LOOKS LIKE A BOX,BANG IT,Y
BFUNKIN,,ROCKING OUT TO MUSIC,FUNKIN BEEF READY TO FIGHT,N
CHICOL1,,MI CHILDHOOD NICK NAME,CHICO L OR CHICOLI WITH SUBSTITUTION (No CHICOLI plate released),Y
CIGAR8,,IT JUST MEANS THAT I LIKE CIGARS,LOOKS LIKE CIGARRETTE,N
DB MOB,,THE LISCENCE PLATE SHOWN DECRIBES MY CAR CREW THAT HOST EVENTS FOR THE PUBLIC AND FOR CHILDREN TO HAVE FUN,MOB,Y
DIEGO4U,,SPECIAL NAME,DIEGO,N
DOPE IS,,"GOOD LOOKING CAR , MAKE OF VEHICLE.",DOPE,N
EM3 NUKE,,NAVY RATE EM# AND NUCLEAR ENGINEER,NUKE,N
FAT 2ACK,,FIRST AVAILABLE TO ATTACK,FAT,Y
GOAT 666,,MY CAR IN THE 60S WAS CALLED A GOAT,666 DEVIL,Y
GOVBLOS,,THE COMBINING OF THE GOVNAUGHT AND BLOGISIS FAMILY. ORIGINAL FAMILY NAMES,BLOWS (Customer's name Johnson),N
HAM8VUI,,FUN,HAM ATE VUI,N
HELLAON,,VERY HYPER/ENERGIZE,HELLA,N
HEMP 16,,,HEMP (HEMP unacceptable),N
HSM4RED,,HOT SPICY MEXICAN FOR RED,RED,Y
HTVPRCK,,I DRIVE A VIPER AND I'M A CHICK,PRICK,N
HYE LIMO,,,HYE (HI LIMO released),Y
ITSXLIT,,IT'S LIT. AS IN MY CAR IS VERY BRIGHT AND SHINY,LIT AS HIGH DRUNK,N
IVIMMII,,ANNIVERSARY,2004 in roman numerals,Y
KILLED,,"EACH LETTER STANDS FOR MY KIDS AND WIFES ALSO MY DOG NAME KENDAL, ISELLA,LOGAN,LEXI,ERICK,DANE",KILLED,N
L R DUB,,"""L""INDSEY ""R""AE ""DUB"" IS SHORT FOR ""W"" AS IN ""WESTBURY"" MY WIFE'S SOON TO BE MARRIED LAST NAME :)",DUB,N
MKY NUKE,,DAUGHTERS NAME IS MCLANE AND SHE IS A NUCLEAR ENGINEER,NUKE NUCLEAR,N
MRS HOG,,MR. HOGS WIFE,"MRS HOG (MR HOG released, no MC on ANI)",N
NICACAD,,CADILLAC BELONGING TO A NICARAGUAN,NICCA,N
NN6AA3,,MY AMATEUR RADIO CALL SIGN WITH THE 3 ADDED,LOOK A LIKE,N
NO 666,,"666 IS THE SIGN/MARK OF THE END OF DAYS, I AM SAYING NO TO THE MARK.",NO DEVIL,Y
SICKUNT,,THE TRUCK IS COMMON IN AUS SO ITS AUSTRALIAN TERM OF ENDEARMENT.,SICK UNIT,N
SURF HOG,,LOVE TO SURF. I WANT THE WHOLE WAVE.,HOG,Y
TACOSKY,,LOVE TO SURF. I WANT THE WHOLE WAVE.,TACO,N
TEAM PNX,,,PINKS,N
TTACOII,,,TACO,N
TYM2ROL,,TIME TO ROLL,TIME TO ROLL,Y
TYN INCH,,,10 INCH,N
UN CREMA,,,CREAM,N
VMINSX,,,CAN NOT TRANSLATE,N
WODE8HU,,,CAN NOT TRANSLATE,N
WQYN209,,"MY FCC CALLSIGN FOR RADIO OPERATION, NO MEANING OTHER THAN PERSONALIZATION OF MY VEHICLE",209 AREA CODE,N
X PROST,,GERMAN FOR CHEERS,SILLY,N
YTDEVIL,,ITS A 4X4 OFF ROAD TRUCK WITH HUGE LIFT AND ITS A BEAST THE COLOR OF THE TRUCK IS WHITE AND ITS A DIRT DEVIL,WHITE DEVIL,N
1DK KNTE,,BATMAN THEME,1 DARK KNIGHT,N
ITSATRP,,"IT'S A TRAP"" FROM STAR WARS",IT’S A TRIP,Y
1956 2IO,,MAKE AND MODEL OF CAR,LOOK A LIKE,N
1971 PIG,,YEAR I WAS BORN AND THE TRUCK IS FOR SHOP USE TO MOVE ITEMS AROUND IN THE MUD.,PIG,N
2LCHONA,,TOWN OF DANCE,BIG BOOBS,Y
4NTHANG,,MERCEDES,FOREIGN THANG,Y
6944OZ1,,INITIALS AND BIRTHDATE,LOOK A LIKE,N
7O7 F8O,,AREA CODE AND MODEL,707 AREA CODE,N
4FR15CO,,,415 FRISCO,N
$CC510,,,510 AREA CODE (several BMWs on record),Y
CNCRS&X,,,CANCER SUCKS,N
BLO DLIN,,,BLOW,N
RTNFIR,,RETURN FIRE..ARMY TACTICS,CAN NOT TRANSLATE,N
DMMTJIM,,DMMTJIM,DAMN IT JIM,N
FISHVAR,,IT'S MY HOMETOWN IN IRAN,FISH (Is a town in Iran),Y
GR8MEAL,,GOOD FOOD,EAT,Y
HNDL U2,,,HANDLE YOU TOO,N
MI NUTZ,,HE GATHERS STRAYS,MY NUTS,N
O2BEYNG,,,"O2 BANG (O, to be young)",Y
POWDERR,,FRESH SNOW,POWDER COCAINE,N
8LDYSCM,,,LADY SCAM,N
PINK LA,,,PINK,N
AK GIRL,,ALASKA GIRL,AK GUN,N
TZ 415,2,DAUGHTER NICK NAME AND ANNIVERSARY DATE,415 IS SAN FRANCISCO AREA CODE,N
ACEBULT,2,CARS,ACE BULLET?,Y
AMBUSHD,2,NAME OF CUSTOM CAR,ambush=attacking unexpectedly from a concealed position.,Y
AMNUTS6,2,MY BUSINESS NAME,"I AM NUTS, SLANG FOR CRAZY",N
ASHLEE 8,1,THIS IS MY NICK NAME AND 8 IS MY FAVORITE NUMBER,ashlee ate,Y
BOMBBAT,2,BASEBALL TEAM PLUS IM A HUGE BATMAN FANATIC CLOSEST I COULD GET HAVING BOTH NAMES,BOMB,N
BRNSUGY,7D,NICKNAME,BROWN SUGAR=HEROIN,Y
BRSRK96,,INITIALS OF FRIENDS AND BIRTH YEAR,BERSERK=violently or destructively frenzied; wild; crazed; deranged:,N
BS ARTST,3,BILL SHANKLAND GRANDFATHER IS AN ARTEST,BULLSHIT ARTIST,N
BUNNMOB,2,BUNNY MOBILE,MOB,N
CANICON,7D,CHILDHOOD NICK NAME GIVEN WHEN GROWING UP..SPANISH.,EL CANICON WAS A MEXICAN DRUG CARTEL LEADER… OK? GOOGLE SAYS IT MEANS 'BIG MARBLE' JUST PULLED FOR THE DRUG REFERENCE,Y
CRASHO1,2,ONLY BECAUSE I HAD A SMALL ACCIDENT,CRASH,Y
CRTLMSL,7d,TRADE MARK NAME TO A CLOTHING LINE BUSINESS LINE,cartel muscle,N
DAM O7O9,3,"DYLAN ANDREW MARTINEZ, JULY, SEPTEMBER","damn, customer is Larry Martinez",N
DARK 7O7,2,DARK COLOR AIRPLANE,"707  VACAVILLE, VALLEJO AREA CODE",N
DMN RSSN,2,DAMN RUSSIAN,damn russian,N
GD2BEHI,7D,"MY OLD CAR (OF 17YRS) I WAS VERY LOW TO THE GROUND, NOW I HAVE A 4X4 AND I SIT HI IN MY CAR! I CAN SEE!!!","GOOD TO BE HIGH, DRUG CONNOTATION, she has a 2016 jeep",N
HUNTCRZ,2,HUSB LOVES TO HUNT,"hunt crazy, BECAUSE OF CRAZY",Y
IEATSRT,2,FORD IS BETTER THAN DODGE,eat,N
IOMTA3,1,"I OWE MONEY TO ALL 3 (HOUSE PAYMENT, CAR PAYMENT, MY PARENTS",EAT MOI,N
ITCH2U,2,MY BEST FRIEND DIED 3 YEAR'S AGO JAN 5. WE MEET ON A FIELD TRIP WHEN WE WERE NINE POISON OAK,ITCH TO 'YOU',N
JBS916R,2,INITIALS AND WHERE IM FROM,"916 SACRAMENTO AREA CODE, JB IS CUSTOMER INITIALS",N
JG4O8SS,2,JESUS GALINDO AREA CODE 408 SS,408 SAN JOSE AREA CODE,N
JPROOTS,2,JAPAN ROOTS,JAP?,N
KLRBOSS,2,"THE MEANING IS THAT THE CAR IS KILLER LOOKING, LIMITED PRODUCTION CAR",KILLER,N
K9MALIS,2,CANINE MALINOIS DOGS,"malice=desire to inflict injury, harm, or suffering on another. There is a dog breed called Malinois",N
LOCA 79,2,NICK NAME,crazy,N
LOCONTZ,2,MY PET'S NAME,LOCO NUTS… CRAZY,N
L8R 5 O,5,LATER POLICE,LATER 5-OH (POLICE),N
MAHI NGA,2,MAHI MAHI IS MY FAVORITE FISH. I AM AN ENVIRONMENTALIST AND AM A MEMBER OF NATIONAL GEOGRAPHIC ASSOCIATION. THANK YOU!,NGA=N WORD,N
MERC 1,2,"""MERC"" IS MY NICKNAME. AND 1 IS JUST SO THERE'S NOT MUCH EXTRA SPACE",merc=slang for kill (from mercenary) no Mercury car on ani,N
MURDAWG,2,MY NAME,"NAME IS JEFF MURRAY, COULD READ AS MURR-DOG OR MURDA",N
MYTOTON,1,ITS MY NICKNAME CALLED BY NEPHEWS IN THE FAMILY,TOTON=NIPPLE IN FRENCH OR BOOB,N
NODRUMF,3,NONSENSE LETTERS,"looks like MF but is really ""no Drumpf"" (a rumor about Trump's real last name)",Y
N2OEATR,2,N20 EATER,EAT,N
OBNUG,7D,ONE BRONCO NATION UNDER GOD,"NUG=WEED, BUT THIS ACRONYM FOR THE BRONCOS DOES COME UP WITH A GOOGLE SEARCH",N
OHJAY93,4,MY SON'S NAME IS JASON. I'M GOING TO BE GIVING HIM THIS BRONCO IN A FEW YEARS. IT'S A 1993,"NO 1993 FORD ON ANI, 1993 BRONCO IS WHAT OJ SIMPSON WAS DRIVING AWAY IN… OKAY?",N
OLD YELA,2,OLD YELLER IS A 1957 AMERICAN DRAMA FILM PRODUCED BY WALT DISNEY.,"YELLOW CAN REFER TO SOMEONE'S RACE OR COLOR, THERE ARE SOME SIMILAR PLATES OUT THERE THOUGH",Y
OVRKYL,2,OVERKILL,KILL,N
O7   ICBM,2,I CAN'T BELIEVE ITS MINE,ICBM=INTERCONTINENTAL BALLISTIC MISSILE. NO 2007 ON ANI BUT HAS A 1962 LOTUS,N
POGIBLZ,2,HANDSOME,"pogi=handsome in Tagalog, looks like 'pogi balls' though…",Y
RAY GUN,2,"IT IS A PLAY ON THE NAME REAGAN, AND IS A LONG RUNNING JOKE BETWEEN REAGAN AND I.",gun,N
ROKWOOD,1,I HAVE A ROCK N ROLL CLOTHING LINE CALLED ROCKWOOD,WOOD=AN ERECTION,N
RVBRLEC,2,FRIENDS INITIALS,SELL OUR BEAVER BACKWARDS…,N
SNISTRO,2,CAR CLUB,"sinister=threatening or portending evil, harm, or trouble",Y
STPDKZU,2,NAME OF MY MUSIC PRODUCING STUDIO AND ITS MUSIC PUBLISHING COMPANY,STUPID KAZOO IS A SONG BY THE CUSTOMER… GOOGLE SHOWS A VIDEO ON YOUTUBE BUT NO LYRICSS AVAILABLE. PULLED FOR 'STUPID',N
SYF,2,ABBREVIATION FOR STEAL YOUR FACE. GRATEFUL DEAD ALBUM TITLE,OR SHUT YOUR FACE,N
TATA19,1,GRANPARENT DAY OF BIRTH,tatas are breasts,N
THUGSUV,2,TOUGH CAR. VEHICLE NAME,THUG,N
TOWELIE,7D,ITS MY NICKNAME,"A CHARACTER ON SOUTHPARK TV SHOW, A TOWEL WHO GETS HIGH",N
TRIGRR,2,ROY RODGERS HORSE'S NAME ON MY PONY / MUSTANG CAR,"TRIGGER, GUN",N
WL BEATU,2,WILL BEAT YOU,will beat you,N
YLWBLZE,7D,CAR COLOR,"BLAZE=DRUG CONNOTATION, NO BLAZER ON ANI",N
1POSBRZ,3,1 DAY HAVING THE POSSIBILITY OWNING MY DREAM CAR A BRZ SUBARU,POS=PIECE OF SHIT,N
46LV51O,2,"APRIL 6TH LOVES MAY 10TH ( OUR BIRTHDAYS) I DID NOT FIND A ""ZERO"" SO USED AN "" O""",510 BAY AREA CODE,N
515O XXX,1,THE VEHICLE IS A 1965 COBRA SHELBY 427 REPLICA WITH OVER 500 HORSEPOWER 5150XXX MEANS INSANE TO DRIVE....,XXX=PORN,N
69 ALF,1,69 BECAUSE MY CAR IS A 69 FORD MUSTANG AND ALF BECAUSE OF MY LAST NAME ALFARO,NO 69 ON ANI,N
7SIKHSO,2,IT'S ABOUT MY FAITH AND LOVE FOR MY CITY AND HOME IN OCEANSID,760=AREA CODE,N
8A 4D GT,2,ATE A FORD GT,ATE,N
8A 4RD GT,2,ATE A FORD GT,ATE,N
JO9#M16,2,THE INITIALS OF MY SONS' NAMES AND THE YEAR THEY WERE BORN.,M16=GUN,N
KUSH#AG,7D,SON OF LORD RAMA (HINDU). MY SON NAME: KUSH AGARWAL,KUSH=MARIJUANA,N
I$ PUJA,1,NAME,PUTA=WHORE,N
$N O GZ,1,LOVING ZERO GAS,HARD ON (HEART),Y
WE$RTTS,1,WE LOVE OUR TIBETAN TERRIERS,WE LOVE OUR TITTIES,N
MY MNTNS,1,MY MOUNTAINS,"BREASTS, THIS IS YOSEMITE",Y
RBL AXE,2,DODGE RAM REBEL EDITION,AXE?,N
YO4DOME,1,YOSEMITE FOR HALF DOME,DOME=BLOW JOB (YOSEMITE PLATE),Y
GON KAT,1,GONE KAT (KATHLEEN),CUSTOMER IS WILLIAM,Y
MRDER 1,2,"THIS IS A TRIBUTE TO MOTORHEAD FOUNDER AND LEAD SINGER LEMMY KILMISTER. HIS AMP AND SOUND SYSTEM WAS CALLED ""MURDER ONE"". HE PASSED AWAY LAST YEAR.",MURDER,N
CHP79O2,5,LATE FATHER'S BADGE NUMBER CHP RETIRED,law enforcement,N
DM GINA,3,MY CAR IS NAMED GINA.,DAMN GINA,N
OMGWTF8,3,"REPRESENTS MY GAMING COMPANY, OMGWTF (OH MY GOODNESS WORK TIME FUN) GAMES.",WTF,N
DEBS 5O,5,NO MICRO,PULLED FOR 5O (Can't see record),Y
FAT ROC,7D,FORGET ABOUT REST OF COMPETITION,"COULD BE DRUG REFERENCE (CONVERSION, NO COMPLAINTS)",Y
GOTBURL,1,GOT BURL? (WOOD),"BURL = WOOD (GOTWOOD released, no complaints)",Y
HAZE BBY,7D,STAGE NAME,PULLED FOR HAZE,N
HOT LEAD,2,HOT LEAD,GUNFIRE?,N
MARDI G,2,MY NAME,"STAND ALONE G (Plate already released, Denying would require recall)",Y
PNKDG,1,NO MEANING ON REG 17,"PULLED FOR PNK = PINK? (Conversion, no complaints)",Y
PS OFF3,2,PRETTY SWEET OFFICER 3,PISS OFF,N
QBOX3O,1,BOXING,PULLED FOR BOX,N
RBSVAGE,2,RED BLACK SAVAGE,PULLED FOR SAVAGE,N
SHOWGN,2,OUR DOG'S NAME - SHOGUN,SHOW GUN,N
SMB KMB,2,NO MEANING ON REG 17,"SMB = SUCK MY BALLS, KMB = KISS MY BALLS (URBAN DICTIONARY) (Switching from Kids to Legacy. Plate has been out since 2011. No complaints)",Y
SMKN O9,7D,MY MUSTANG,PULLED FOR SMOKIN' (Can't pull record),N
WOODFAM,1,WOOD FAMILY,"PULLED FOR WOOD (Transfer to Legacy, Family name Wood, plate released 2011, no complaints)",Y
8O5MGMT,2,805 PROPERTY MANAGEMENT,805 = AREA CODE,N
SPIK &,2,NAME/STAR,"SPIK, OFFENSIVE",N
G NBOYZ,2,NO MEANING ON REG 17,"STAND ALONE G (CONVERSION, NO COMPLAINTS)",Y
AURORA B,3,NO MEANING ON REG 17,STAND ALONE B (Duplicate plate order),Y
GNISIS 1,2,NO MEANING ON REG 17,"PULLED FOR ISIS (CONVERSION, NO COMPLAINTS)",Y
BLUIDVL,2,BLUE EYES DIVULGED,PULLED FOR DEVIL,N
ASTK 310,,ASTECK AND 310 IS THE AREA CODE WHERE MY KIDS WERE,310 ARE CODE,N
BADA442,,,442 AERA CODE,N
BAINS I3,,,LOOK LIKE 13 (BAINS13 is listed as unacceptable),N
BAMMER 3,,,BAMMER ANOTHER NAMR FOR BAD WEED (BAMMER1 has been out since 2009),Y
BLAZON,,"PLATES WILL BE GOING ON A 1991 CHEVY BLAZER, DESCRIBING THE VEHICLE. BLAZ=BLAZER, ONE=1991.",BLAZE ON SMOKING REFERENCE (1980 Chevy Coup on ANI),N
BTL2OO9,,YEAR I STARTED MY OWN COMPANY,BTL LOOK SLIKE BATTLE,Y
BTTLE ZN,,BATTLE ZONE,BATTLE ZONE,N
CHITMNY,,MY NICKNAME,CHIT LOOKS LIKE SHIT,N
CIOCCHI,,ITALIAN NOUN CIOCCO M (PLURAL CIOCCHI),"LOG COULD BE USED AS SLANG (Plural of ""log of wood"" in Italian)",Y
DBL DOSE,,2ND CAR PURCHASED,DOUBLE DOSE DRUGS,N
DEWSKIE,,RADU IS MY NAME AND DEWSKIE IS MY NICK NAME .,A POOP,N
DYBBUKK,,A GHOST.,DYBBUK in Jewish mythology is a malicious possessing sprit believed to be a dislocated sould of a dead person. DY AS IN DIE,Y
EGVILVZ,,,"USING THE V AS A SUBSTITUTE FOR THE U (Lookalike, EGUILUZ is already released)",N
E JABSZZ,,,E DRUGS,Y
GUEROSI,,FAMILY NAME,GUEROSI (Customers name is Rosales.,N
I4NI,,"QUOTE FROM THE BIBLE, TREAT OTHERS HOW YOU WOULD",EYE FOR AN EYE,N
KILLRRR,,ITS A DESCRIPTIVE PHRASE WHEN YOU REALLY LIKE SOMETHING AND NICKNAME AT THE RACE TRACK,KILLER,N
LAZYCAT,,JUST LAZY. MY CAT IS LAZY.,CAT,Y
LUDAH,,,SALIVA SPIT in Indonesian,N
MO5O115,,FIRST INITIAL OF MY LAST NAME + OUR ANNIVERSARY DATE,LOOK A LIKE,N
NB HUSLR,,NATURAL BORN HUSTLER,HUSTLER,N
NI MDRE,,,MOTHER,N
OLBITTY,,OLD BITTY (OLD LADY),OL BITTY,N
O2146C2,,SAME AS OTHER PLATES,LOOK A LIKE,N
O46HOE,,ITS 2004 FORD POWERSTROKE 6.0 F250,HOE,N
O49964S,,2004 PORSCHE MODEL 996 CARRERA 4S,LOOK  A LIKE,N
PBRO 747,,I LIKE THIS NUMBER.,747 AREA CODE,Y
PSTACCI,,NICKNAME - PINO STACCI,MEDICAL TERM FOR CHLAMYDIA,N
R6192O8,,"R"" STANDS FOR ROBERTSON. THE NUMBERS ARE FAVORITE",LOOK  A LIKE,N
SKEYGUN,,SEAN KEEGAN,GUN,N
TACO 365,,MEXICAN FOOD LOVER. EAT IT EVERY DAY,TACO,N
TOXO2O9,,CHILDHOOD NICKNAME,209 AREA CODE,N
TROLOCO,,IS MY NICKNAME AND REFERS TO A WILD/CRAZY HORSE,LOCO CRAZY,N
USA COP,,I'M A COUNTY SHERIFF AND MY TRUCK HAS A CUSTOM PATRIOTIC,COP,N
VANAGRA,,,LOOKS LIKE VIAGRA,N
VEN GATO,,COME CAT,GATO CAT,N
VINOTNT,,RED WINE,TNT EXPLOSIVE,N
1CATMBL,,1 CAT MOBILE,CAT,Y
1RHERHE,,RHERHE IS MY NICKNAME,SHORT FOR RETARD (Customers name is RHEANNA),N
1TOWPIG,,NAME OF MY TRUCK TOW PIG,PIG,N
132ONBS,,TRUCK MAKE,BS BULL SHIT,N
17 RED,,2017 RED CAMARO SS YEAR/COLOR/MODEL),RED,Y
2 DEWA,,TO MYSELF DEWA IS MY INITIALS,LOOKS LIKE DO HER (Customers name is Darla Esther Adeoye),Y
2O16 CS,,CALIFORNIA SPECIAL,LOOK  A LIKE,N
4 MU PI,,,PIE,N
6XVX3X,,,XXX,N
7HORCRX,,7 HORCRUX IS A TERM FROM HARRY POTTER,A magical object containing part of a wizards soul in the Harry Potter world.,N
7OH7 DZK,,,707 AREA CODE,N
93L 94A,,,LOOK A LIKE,N
96714 HI,,"THE ZIP CODE (96714) FOR HANALEI, HAWAII (HI). THIS IS WHERE I GREW UP AND HAVE A HOME.",HI HIGH OR HAWAII,Y
BUCK FTY,,,BUCK FITTY 150 OR BUCK ON COPS,Y
DR D 1,,,DOCTOR D,N
MGUNZ11,,,GUNS,N
WZACOPS,,,COPS,N
IDAH$ME,,,IDAHO ME?,Y
BUUCK UP,,,LOC UP FIGHT UP,N
D3OO411,,,LOOK  A LIKE,N
LEDR RIP,,,LET HER RIP FART,Y
SUX2BGF,,"""SUCKS TO BE GLUTEN FREE"" BECAUSE I HAVE CELIAC DISEASE AND I CANNOT EAT GLUTEN.",SUCKS,N
9 GAG,,"GAG MEANS FUN, AMUSEMENT, JOKE, AND LIGHTHEARTED PLEASURE",GAG,N
BCB INC,2,COMPANY ABBREVIATION: BEYOND CONSTRUCTION BUILDERS,BCB HAS SEVERAL VULGAR MEANINGS ON URBAN DICTIONARY (There is a CA company named Beyond Constuction Builders. They use BCB as an acronym. UD highest vote count is 58.),Y
BLAKICE,7D,COLOR OF CAR,"CAN MEAN ""Combination of smoking meth with hash"" (URBAN DICTIONARY, has only 33 total votes)",Y
BLAZTTE,7D,DAUGHTERS NAME,BLAZE IT?,Y
BLKBAR B,3,AFRICAN AMERICAN DOLL,STAND ALONE B,Y
BOSS43O,2,FERRARI 430,PULLED FOR BOSS,Y
BZ O38F,3,BZ IS MY INITIAL AND 038F IS MODEL 911 IN HEXADEICMAL.,BZ = BEEZY ? (INITALS ARE BZ),N
B 875JJ,3,BURGOS 875 JAY JAY,STAND ALONE B,Y
COORS,7D,MY CHILDHOOD NICKNAME,"BEER, INAPPROPRIATE?",Y
DGO M1CH,2,DURANGO MICHUACAN,DGO MICH MARKED UNACCEPTABLE,N
DLLL31O,2,FAMILY NAME,310 = AREA CODE,N
D 2O16,1,DENALI 2016,STAND ALONE D,Y
E BAYBLY,2,EAST BAY BULLY,PULLED FOR BULLY,N
EZ GRIND,2,HAS A MEANING BEHIND IT OF GRINDING. TO WORK HARD AND ACHIEVE GREAT SUCCESS,PULLED FOR GRIND,N
G RNRUBI,2,GREEN RUBICON,STAND ALONE G,N
HEEM,7D,HEEM IS MY NICKNAME,DRUG DEALING REFERENCE,Y
HOPINHO,2,MY GIRLFRIEND IS ASIAN HER NAME IS ANNIE HO. SOMETIMES I GIVE HER A RIDE TO AND FROM WORK.,HOP IN HOE,N
JACKYHO,2,MY NAME,PULLED FOR HO (LAST NAME ON 272 IS HO),N
JD666P,2,JOSE/DORA/PEREZ,PULLED FOR 666,Y
KESHPIE,1,NICK NAME,PULLED FOR PIE (Customers name is Kesheia),Y
KILOGEE,2,SURFING TERM MEANING OLD GUY FROM KILOWEAH,OGEE = OG,N
KLNIT89,2,KILLIN IT,KILLIN IT,N
MANIAC1,2,CRAZY,"MANIAC, HOSTILE",N
MTHDNDX,7D,BUSINESS NAME,PULLED FOR MTH (METH),N
MURDR67,2,CAR IS COMPLETELY BLACKED OUT AND THIS IS THE LOOK OF THE 67 EL CAMINO,PULLED FOR MURDER,N
OG 454,2,A DESCRIPTION OF THE TYPE OF TRUCK I HAVE,PULLED FOR OG,N
OKI LIVN,2,OKINAWA LIVING,OKI = OAKEY? COULD BE OFFENSIVE,N
PCCAKES,1,WORK,PULLED FOR CAKES,N
